ID,URL,NAME,ADDRESS,CITY,SCHOOL TYPE,LEVEL CODE
3125,https://www.goodschools.com.au/compare-schools/in-burwood-3125/presbyterian-ladies-college-plc,Presbyterian Ladies' College - Melbourne,"Burwood, VIC, Melbourne Eastern Suburbs",Burwood,Independent,c
6011,https://www.goodschools.com.au/compare-schools/in-peppermint-grove-6011/presbyterian-ladies-college-perth,Presbyterian Ladies' College - Perth,"Peppermint Grove, WA",Peppermint Grove,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/preshil-the-margaret-lyttle-memorial-school,Preshil The Margaret Lyttle Memorial School,"Kew, VIC, Melbourne Eastern Suburbs",Kew,Independent,c
2073,https://www.goodschools.com.au/compare-schools/in-pymble-2073/pymble-ladies-college,Pymble Ladies College,"Pymble, NSW",Pymble,Independent,c
4059,https://www.goodschools.com.au/compare-schools/in-kelvin-grove-4059/queensland-academy-for-creative-industries,Queensland Academy for Creative Industries,"Kelvin Grove, QLD",Kelvin Grove,Government,s
4066,https://www.goodschools.com.au/compare-schools/in-toowong-4066/queensland-academy-for-science-mathematics-and-technology,Queensland Academy for Science Mathematics and Technology,"Toowong, QLD",Toowong,Government,s
4123,https://www.goodschools.com.au/compare-schools/in-rochedale-4123/redeemer-lutheran-college,Redeemer Lutheran College,"Rochedale, QLD",Rochedale,Independent,c
4700,https://www.goodschools.com.au/compare-schools/in-rockhampton-4700/rockhampton-girls-grammar-school,Rockhampton Girls Grammar School,"Rockhampton, QLD",Rockhampton,Independent,c
3042,https://www.goodschools.com.au/compare-schools/in-niddrie-3042/rosehill-secondary-college,Rosehill Secondary College,"Niddrie, VIC, Melbourne Western Suburbs",Niddrie,Government,s
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/ruyton-girls-school,Ruyton Girls' School,"Kew, VIC, Melbourne Eastern Suburbs",Kew,Independent,c
3123,https://www.goodschools.com.au/compare-schools/in-hawthorn-east-3123/seda-college-victoria,SEDA College Victoria,"Hawthorn East, VIC, Melbourne Eastern Suburbs",Hawthorn East,Independent,s
3146,https://www.goodschools.com.au/compare-schools/in-glen-iris-3146/sacre-coeur,Sacre Coeur,"Glen Iris, VIC, Melbourne Eastern Suburbs",Glen Iris,Independent,c
4017,https://www.goodschools.com.au/compare-schools/in-deagon-4017/sandgate-district-state-high-school,Sandgate District State High School,"Deagon, QLD",Deagon,Government,s
3122,https://www.goodschools.com.au/compare-schools/in-hawthorn-3122/scotch-college-hawthorn,Scotch College,"Hawthorn, VIC, Melbourne Eastern Suburbs",Hawthorn,Independent,c
7250,https://www.goodschools.com.au/compare-schools/in-newstead-7250/scotch-oakburn-college,Scotch Oakburn College,"Newstead, TAS",Newstead,Independent,c
2627,https://www.goodschools.com.au/compare-schools/in-jindabyne-2627/snowy-mountains-grammar-school,Snowy Mountains Grammar School,"Jindabyne, NSW",Jindabyne,Independent,c
4101,https://www.goodschools.com.au/compare-schools/in-south-brisbane-4101/somerville-house,Somerville House,"South Brisbane, QLD",South Brisbane,Independent,c
3171,https://www.goodschools.com.au/compare-schools/in-springvale-3171/spring-parks-primary-school,Spring Parks Primary School,"Springvale, VIC, Melbourne Southern Suburbs & Western Port",Springvale,Government,p
2000,https://www.goodschools.com.au/compare-schools/in-sydney-2000/st-andrews-cathedral-school,St Andrew's Cathedral School,"Sydney, NSW",Sydney,Independent,c
2024,https://www.goodschools.com.au/compare-schools/in-waverley-2024/st-catherines-school-waverley,St Catherine's School,"Waverley, NSW",Waverley,Independent,c
3142,https://www.goodschools.com.au/compare-schools/in-toorak-3142/st-catherines-school-toorak,St Catherine's School,"Toorak, VIC, Melbourne Southern Suburbs & Western Port",Toorak,Independent,c
6012,https://www.goodschools.com.au/compare-schools/in-mosman-park-6012/st-hildas-anglican-school-for-girls-inc,St Hilda's Anglican School for Girls (Inc),"Mosman Park, WA",Mosman Park,Independent,c
3072,https://www.goodschools.com.au/compare-schools/in-preston-3072/st-johns-college-preston,St John's College Preston,"Preston, VIC, Melbourne Northern Suburbs",Preston,Independent,c
810,https://www.goodschools.com.au/compare-schools/in-rapid-creek-810/the-essington-school-darwin,The Essington School Darwin,"Rapid Creek, NT",Rapid Creek,Independent,c
3220,https://www.goodschools.com.au/compare-schools/in-newtown-3220/the-geelong-college,The Geelong College,"Newtown, VIC, Barwon-South Western",Newtown,Independent,c
3152,https://www.goodschools.com.au/compare-schools/in-wantirna-south-3152/the-knox-school,The Knox School,"Wantirna South, VIC, Melbourne Eastern Suburbs",Wantirna South,Independent,c
4509,https://www.goodschools.com.au/compare-schools/in-north-lakes-4509/the-lakes-college,The Lakes College,"North Lakes, QLD",North Lakes,Independent,c
2137,https://www.goodschools.com.au/compare-schools/in-north-strathfield-2137/the-mcdonald-college,The McDonald College,"North Strathfield, NSW",North Strathfield,Independent,c
4300,https://www.goodschools.com.au/compare-schools/in-springfield-4300/the-springfield-anglican-college,The Springfield Anglican College,"QLD, SPRINGFIELD",,Independent,c
3135,https://www.goodschools.com.au/compare-schools/in-ringwood-east-3135/tintern-grammar,Tintern Grammar,"Ringwood East, VIC, Melbourne Eastern Suburbs",Ringwood East,Independent,c
3930,https://www.goodschools.com.au/compare-schools/in-mount-eliza-3930/toorak-college,Toorak College,"Mount Eliza, VIC, Melbourne Southern Suburbs & Western Port",Mount Eliza,Independent,c
2640,https://www.goodschools.com.au/compare-schools/in-thurgoona-2640/trinity-anglican-college-albury-wodonga,Trinity Anglican College Albury Wodonga,"Thurgoona, VIC, Goulburn-North Eastern",Thurgoona,Independent,c
4870,https://www.goodschools.com.au/compare-schools/in-white-rock-4870/trinity-anglican-school,Trinity Anglican School,"White Rock, QLD",White Rock,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/trinity-grammar-school-kew,Trinity Grammar School Kew,"Kew, VIC, Melbourne Eastern Suburbs",Kew,Independent,c
3023,https://www.goodschools.com.au/compare-schools/in-deer-park-3023/victoria-university-secondary-college-st-albans,Victoria University Secondary College,"Deer Park, VIC, Melbourne Western Suburbs",Deer Park,Government,s
3084,https://www.goodschools.com.au/compare-schools/in-rosanna-3084/viewbank-college,Viewbank College,"Rosanna, VIC, Melbourne Northern Suburbs",Rosanna,Government,s
2480,https://www.goodschools.com.au/compare-schools/in-richmond-hill-via-lismore-2480/vistara-primary-school,Vistara Primary School,"Richmond Hill via Lismore, NSW",Richmond Hill via Lismore,Independent,p
3185,https://www.goodschools.com.au/compare-schools/in-elsternwick-3185/wesley-college-elsternwick,Wesley College Elsternwick,"Elsternwick, VIC, Melbourne Southern Suburbs & Western Port",Elsternwick,Independent,c
3150,https://www.goodschools.com.au/compare-schools/in-glen-waverley-3150/wesley-college-glen-waverley,Wesley College Glen Waverley,"Glen Waverley, VIC, Melbourne Eastern Suburbs",Glen Waverley,Independent,c
3004,https://www.goodschools.com.au/compare-schools/in-melbourne-3004/wesley-college-st-kilda-road,"Wesley College, St Kilda Road","Melbourne, VIC, Melbourne Southern Suburbs & Western Port",Melbourne,Independent,c
3028,https://www.goodschools.com.au/compare-schools/in-laverton-3028/western-autistic-school,Western Autistic School,"Laverton, VIC, Melbourne Western Suburbs",Laverton,Government,p
2155,https://www.goodschools.com.au/compare-schools/in-kellyville-2155/william-clarke-college,William Clarke College,"Kellyville, NSW",Kellyville,Independent,c
3134,https://www.goodschools.com.au/compare-schools/in-ringwood-3134/yarra-valley-grammar,Yarra Valley Grammar,"Ringwood, VIC, Melbourne Eastern Suburbs",Ringwood,Independent,c
5000,https://www.goodschools.com.au/compare-schools/in-adelaide-5000/adelaide-high-school,Adelaide High School,"Adelaide, SA",Adelaide,Government,s
846,https://www.goodschools.com.au/compare-schools/in-adelaide-river-846/adelaide-river-school,Adelaide River School,"Adelaide River, NT",Adelaide River,Government,c
5008,https://www.goodschools.com.au/compare-schools/in-west-croydon-5008/adelaide-secondary-school-of-english,Adelaide Secondary School of English,"West Croydon, SA",West Croydon,Government,s
2729,https://www.goodschools.com.au/compare-schools/in-adelong-2729/adelong-public-school,Adelong Public School,"Adelong, NSW",Adelong,Government,p
3939,https://www.goodschools.com.au/compare-schools/in-rosebud-3939/advance-college-of-education-incorporated,Advance College of Education Incorporated,"Rosebud, VIC, Melbourne Southern Suburbs & Western Port",Rosebud,Independent,s
2484,https://www.goodschools.com.au/compare-schools/in-terragon-2484/aetaomah-school,Aetaomah School,"Terragon, NSW",Terragon,Independent,c
2474,https://www.goodschools.com.au/compare-schools/in-afterlee-2474/afterlee-public-school,Afterlee Public School,"Afterlee, NSW",Afterlee,Government,p
4677,https://www.goodschools.com.au/compare-schools/in-agnes-water-4677/agnes-water-state-school,Agnes Water State School,"Agnes Water, QLD",Agnes Water,Government,p
4154,https://www.goodschools.com.au/compare-schools/in-wakerley-4154/agnew-school,Agnew School,"Wakerley, QLD",Wakerley,Independent,c
3136,https://www.goodschools.com.au/compare-schools/in-croydon-3136/ainslie-parklands-primary-school,Ainslie Parklands Primary School,"Croydon, VIC, Melbourne Eastern Suburbs",Croydon,Government,p
2170,https://www.goodschools.com.au/compare-schools/in-liverpool-2170/al-amanah-college,Al Amanah College,"Liverpool, NSW",Liverpool,Independent,c
2144,https://www.goodschools.com.au/compare-schools/in-auburn-2144/al-faisal-college,Al Faisal College,"Auburn, NSW",Auburn,Independent,c
2195,https://www.goodschools.com.au/compare-schools/in-lakemba-2195/al-hikma-college,Al Hikma College,"Lakemba, NSW",Lakemba,Independent,p
3338,https://www.goodschools.com.au/compare-schools/in-melton-south-3338/al-iman-college,Al Iman College,"Melton South, VIC, Melbourne Western Suburbs",Melton South,Independent,c
2190,https://www.goodschools.com.au/compare-schools/in-greenacre-2190/al-noori-muslim-schools,Al Noori Muslim Schools,"Greenacre, NSW",Greenacre,Independent,c
2190,https://www.goodschools.com.au/compare-schools/in-greenacre-2190/al-sadiq-college,Al Sadiq College,"Greenacre, NSW",Greenacre,Independent,c
3076,https://www.goodschools.com.au/compare-schools/in-epping-3076/al-siraat-college,Al Siraat College,"Epping, VIC, Melbourne Northern Suburbs",Epping,Independent,c
2205,https://www.goodschools.com.au/compare-schools/in-arncliffe-2205/al-zahra-college,Al Zahra College,"Arncliffe, NSW",Arncliffe,Independent,c
6147,https://www.goodschools.com.au/compare-schools/in-langford-6147/al-ameen-college,Al-Ameen College,"Langford, WA",Langford,Independent,c
2566,https://www.goodschools.com.au/compare-schools/in-minto-2566/al-faisal-college-campbelltown-campus,"Al-Faisal College, Campbelltown Campus","Minto, NSW",Minto,Independent,c
4104,https://www.goodschools.com.au/compare-schools/in-yeronga-4104/yeronga-state-high-school,Yeronga State High School,"Yeronga, QLD",Yeronga,Government,s
4214,https://www.goodschools.com.au/compare-schools/in-arundel-4214/ab-paterson-college,A.B. Paterson College,"Arundel, QLD",Arundel,Independent,c
3067,https://www.goodschools.com.au/compare-schools/in-abbotsford-3067/abbotsford-primary-school,Abbotsford Primary School,"Abbotsford, VIC, Melbourne City Central",Abbotsford,Government,p
2046,https://www.goodschools.com.au/compare-schools/in-abbotsford-2046/abbotsford-public-school,Abbotsford Public School,"Abbotsford, NSW",Abbotsford,Government,p
2076,https://www.goodschools.com.au/compare-schools/in-wahroonga-2076/abbotsleigh,Abbotsleigh,"Wahroonga, NSW",Wahroonga,Independent,c
4627,https://www.goodschools.com.au/compare-schools/in-abercorn-4627/abercorn-state-school,Abercorn State School,"Abercorn, QLD",Abercorn,Government,p
2336,https://www.goodschools.com.au/compare-schools/in-aberdeen-2336/aberdeen-public-school,Aberdeen Public School,"Aberdeen, NSW",Aberdeen,Government,p
3040,https://www.goodschools.com.au/compare-schools/in-essendon-3040/aberfeldie-primary-school,Aberfeldie Primary School,"Essendon, VIC, Melbourne Western Suburbs",Essendon,Government,p
5159,https://www.goodschools.com.au/compare-schools/in-aberfoyle-park-5159/aberfoyle-hub-r-7-school,Aberfoyle Hub R-7 School,"Aberfoyle Park, SA",Aberfoyle Park,Government,p
5159,https://www.goodschools.com.au/compare-schools/in-aberfoyle-park-5159/aberfoyle-park-high-school,Aberfoyle Park High School,"Aberfoyle Park, SA",Aberfoyle Park,Government,s
4850,https://www.goodschools.com.au/compare-schools/in-abergowrie-4850/abergowrie-state-school,Abergowrie State School,"Abergowrie, QLD",Abergowrie,Government,p
2326,https://www.goodschools.com.au/compare-schools/in-abermain-2326/abermain-public-school,Abermain Public School,"Abermain, NSW",Abermain,Government,p
4110,https://www.goodschools.com.au/compare-schools/in-acacia-ridge-4110/aboriginal-islander-independent-school,Aboriginal & Islander Independent School,"Acacia Ridge, QLD",Acacia Ridge,Independent,c
4110,https://www.goodschools.com.au/compare-schools/in-acacia-ridge-4110/acacia-ridge-state-school,Acacia Ridge State School,"Acacia Ridge, QLD",Acacia Ridge,Government,p
6230,https://www.goodschools.com.au/compare-schools/in-south-bunbury-6230/adam-road-primary-school,Adam Road Primary School,"South Bunbury, WA",South Bunbury,Government,p
2629,https://www.goodschools.com.au/compare-schools/in-adaminaby-2629/adaminaby-public-school,Adaminaby Public School,"Adaminaby, NSW",Adaminaby,Government,p
2289,https://www.goodschools.com.au/compare-schools/in-adamstown-2289/adamstown-public-school,Adamstown Public School,"Adamstown, NSW",Adamstown,Government,p
3185,https://www.goodschools.com.au/compare-schools/in-elsternwick-3185/adass-israel-school-boys-campus,Adass Israel School - Boys Campus,"Elsternwick, VIC, Melbourne Southern Suburbs & Western Port",Elsternwick,Independent,c
3185,https://www.goodschools.com.au/compare-schools/in-elsternwick-3185/adass-israel-school-girls-campus,Adass Israel School - Girls Campus,"Elsternwick, VIC, Melbourne Southern Suburbs & Western Port",Elsternwick,Independent,c
5000,https://www.goodschools.com.au/compare-schools/in-adelaide-5000/adelaide-botanic-high-school,Adelaide Botanic High School,"Adelaide, SA",Adelaide,Government,s
2612,https://www.goodschools.com.au/compare-schools/in-braddon-2612/ainslie-school,Ainslie School,"Braddon, ACT",Braddon,Government,p
3336,https://www.goodschools.com.au/compare-schools/in-aintree-3336/aintree-primary-school,Aintree Primary School,"Aintree, VIC, Melbourne Western Suburbs",Aintree,Government,p
5540,https://www.goodschools.com.au/compare-schools/in-port-pirie-5540/airdale-primary-school,Airdale Primary School,"Port Pirie, SA",Port Pirie,Government,p
2560,https://www.goodschools.com.au/compare-schools/in-campbelltown-2560/airds-high-school,Airds High School,"Campbelltown, NSW",Campbelltown,Government,s
3231,https://www.goodschools.com.au/compare-schools/in-aireys-inlet-3231/aireys-inlet-primary-school,Aireys Inlet Primary School,"Aireys Inlet, VIC, Barwon-South Western",Aireys Inlet,Government,p
3851,https://www.goodschools.com.au/compare-schools/in-airly-3851/airly-primary-school,Airly Primary School,"Airly, VIC, Gippsland",Airly,Government,p
4807,https://www.goodschools.com.au/compare-schools/in-ayr-4807/airville-state-school,Airville State School,"Ayr, QLD",Ayr,Government,p
3064,https://www.goodschools.com.au/compare-schools/in-craigieburn-3064/aitken-creek-primary-school,Aitken Creek Primary School,"Craigieburn, VIC, Melbourne Northern Suburbs",Craigieburn,Government,p
3064,https://www.goodschools.com.au/compare-schools/in-craigieburn-3064/aitken-hill-primary-school,Aitken Hill Primary School,"VIC, Melbourne Northern Suburbs, CRAIGIEBURN",,Government,p
4814,https://www.goodschools.com.au/compare-schools/in-aitkenvale-4814/aitkenvale-state-school,Aitkenvale State School,"Aitkenvale, QLD",Aitkenvale,Government,p
2110,https://www.goodschools.com.au/compare-schools/in-hunters-hill-2110/st-josephs-college,St Joseph's College,"Hunters Hill, NSW",Hunters Hill,Independent,s
3187,https://www.goodschools.com.au/compare-schools/in-brighton-east-3187/st-leonards-college,St Leonard's College,"Brighton East, VIC, Melbourne Southern Suburbs & Western Port",Brighton East,Independent,c
4007,https://www.goodschools.com.au/compare-schools/in-ascot-4007/st-margarets-anglican-girls-school,St Margaret's Anglican Girls School,"Ascot, QLD",Ascot,Independent,c
6018,https://www.goodschools.com.au/compare-schools/in-karrinyup-6018/st-marys-anglican-girls-school,St Mary's Anglican Girls' School,"Karrinyup, WA",Karrinyup,Independent,c
3182,https://www.goodschools.com.au/compare-schools/in-st-kilda-3182/st-michaels-grammar-school,St Michael's Grammar School,"St Kilda, VIC, Melbourne Southern Suburbs & Western Port",St Kilda,Independent,c
6023,https://www.goodschools.com.au/compare-schools/in-duncraig-6023/st-stephens-school-duncraig,St Stephen's School,"Duncraig, WA",Duncraig,Independent,c
3030,https://www.goodschools.com.au/compare-schools/in-werribee-3030/suzanne-cory-high-school,Suzanne Cory High School,"Werribee, VIC, Melbourne Western Suburbs",Werribee,Government,s
6056,https://www.goodschools.com.au/compare-schools/in-middle-swan-6056/swan-christian-college,Swan Christian College,"Middle Swan, WA",Middle Swan,Independent,c
3149,https://www.goodschools.com.au/compare-schools/in-mount-waverley-3149/syndal-south-primary-school,Syndal South Primary School,"Mount Waverley, VIC, Melbourne Eastern Suburbs",Mount Waverley,Government,p
2042,https://www.goodschools.com.au/compare-schools/in-newtown-2042/the-athena-school-inc,The Athena School,"Newtown, NSW",Newtown,Independent,c
2179,https://www.goodschools.com.au/compare-schools/in-austral-2179/al-faisal-college-liverpool-campus,"Al-Faisal College, Liverpool Campus","Austral, NSW",Austral,Independent,c
6102,https://www.goodschools.com.au/compare-schools/in-bentley-6102/al-hidayah-islamic-school,Al-Hidayah Islamic School,"Bentley, WA",Bentley,Independent,p
3029,https://www.goodschools.com.au/compare-schools/in-truganina-3029/al-taqwa-college,Al-Taqwa College,"Truganina, VIC, Melbourne Western Suburbs",Truganina,Independent,c
3030,https://www.goodschools.com.au/compare-schools/in-point-cook-3030/alamanda-college,Alamanda College,"Point Cook, VIC, Melbourne Western Suburbs",Point Cook,Government,c
810,https://www.goodschools.com.au/compare-schools/in-alawa-810/alawa-primary-school,Alawa Primary School,"Alawa, NT",Alawa,Government,p
3021,https://www.goodschools.com.au/compare-schools/in-st-albans-3021/albanvale-primary-school,Albanvale Primary School,"St Albans, VIC, Melbourne Western Suburbs",St Albans,Government,p
4035,https://www.goodschools.com.au/compare-schools/in-brisbane-4035/albany-creek-state-high-school,Albany Creek State High School,"Brisbane, QLD",Brisbane,Government,s
4035,https://www.goodschools.com.au/compare-schools/in-albany-creek-4035/albany-creek-state-school,Albany Creek State School,"Albany Creek, QLD",Albany Creek,Government,p
4035,https://www.goodschools.com.au/compare-schools/in-albany-creek-4035/albany-hills-state-school,Albany Hills State School,"Albany Creek, QLD",Albany Creek,Government,p
6330,https://www.goodschools.com.au/compare-schools/in-albany-6330/albany-primary-school,Albany Primary School,"Albany, WA",Albany,Government,p
3170,https://www.goodschools.com.au/compare-schools/in-mulgrave-3170/albany-rise-primary-school,Albany Rise Primary School,"Mulgrave, VIC, Melbourne Eastern Suburbs",Mulgrave,Government,p
6330,https://www.goodschools.com.au/compare-schools/in-albany-6330/albany-senior-high-school,Albany Senior High School,"Albany, WA",Albany,Government,s
3206,https://www.goodschools.com.au/compare-schools/in-albert-park-3206/albert-park-college,Albert Park College,"Albert Park, VIC, Melbourne Southern Suburbs & Western Port",Albert Park,Government,s
3206,https://www.goodschools.com.au/compare-schools/in-albert-park-3206/albert-park-primary-school,Albert Park Primary School,"Albert Park, VIC, Melbourne Southern Suburbs & Western Port",Albert Park,Government,p
2480,https://www.goodschools.com.au/compare-schools/in-east-lismore-2480/albert-park-public-school,Albert Park Public School,"East Lismore, NSW",East Lismore,Government,p
4650,https://www.goodschools.com.au/compare-schools/in-maryborough-4650/albert-state-school,Albert State School,"Maryborough, QLD",Maryborough,Government,p
5014,https://www.goodschools.com.au/compare-schools/in-queenstown-5014/alberton-primary-school,Alberton Primary School,"Queenstown, SA",Queenstown,Government,p
3971,https://www.goodschools.com.au/compare-schools/in-alberton-3971/alberton-primary-school,Alberton Primary School,"Alberton, VIC, Gippsland",Alberton,Government,p
3020,https://www.goodschools.com.au/compare-schools/in-sunshine-north-3020/albion-north-primary-school,Albion North Primary School,"Sunshine North, VIC, Melbourne Western Suburbs",Sunshine North,Government,p
2527,https://www.goodschools.com.au/compare-schools/in-albion-park-2527/albion-park-high-school,Albion Park High School,"Albion Park, NSW",Albion Park,Government,s
2527,https://www.goodschools.com.au/compare-schools/in-albion-park-2527/albion-park-public-school,Albion Park Public School,"Albion Park, NSW",Albion Park,Government,p
2527,https://www.goodschools.com.au/compare-schools/in-albion-park-2527/albion-park-rail-public-school,Albion Park Rail Public School,"Albion Park, NSW",Albion Park,Government,p
3020,https://www.goodschools.com.au/compare-schools/in-albion-3020/albion-primary-school,Albion Primary School,"Albion, VIC, Melbourne Western Suburbs",Albion,Government,p
7004,https://www.goodschools.com.au/compare-schools/in-battery-point-7004/albuera-street-primary-school,Albuera Street Primary School,"Battery Point, TAS",Battery Point,Government,p
2640,https://www.goodschools.com.au/compare-schools/in-albury-2640/albury-high-school,Albury High School,"Albury, NSW",Albury,Government,s
