ID,URL,NAME,ADDRESS,CITY,SCHOOL TYPE,LEVEL CODE
3079,https://www.goodschools.com.au/compare-schools/in-ivanhoe-3079/ivanhoe-girls-grammar-school,Ivanhoe Girls' Grammar School,"Ivanhoe, VIC, Melbourne Northern Suburbs",Ivanhoe,Independent,c
3800,https://www.goodschools.com.au/compare-schools/in-monash-university-3800/john-monash-science-school,John Monash Science School,"Monash University, VIC, Melbourne Eastern Suburbs",Monash University,Government,s
3204,https://www.goodschools.com.au/compare-schools/in-ormond-3204/kilvington-grammar-school,Kilvington Grammar School,"Ormond, VIC, Melbourne Southern Suburbs & Western Port",Ormond,Independent,c
3146,https://www.goodschools.com.au/compare-schools/in-glen-iris-3146/korowa-anglican-girls-school,Korowa Anglican Girls' School,"Glen Iris, VIC, Melbourne Eastern Suburbs",Glen Iris,Independent,c
3101,https://www.goodschools.com.au/compare-schools/in-kew-3101/genazzano-fcj-college,Genazzano FCJ College,"VIC, Melbourne Eastern Suburbs, KEW",,Independent,c
3754,https://www.goodschools.com.au/compare-schools/in-mernda-3754/gilson-college-mernda-campus,Gilson College - Mernda Campus,"Mernda, VIC, Melbourne Northern Suburbs",Mernda,Independent,c
3037,https://www.goodschools.com.au/compare-schools/in-taylors-hill-3037/gilson-college-taylors-hill-campus,Gilson College - Taylors Hill Campus,"Taylors Hill, VIC, Melbourne Western Suburbs",Taylors Hill,Independent,c
3550,https://www.goodschools.com.au/compare-schools/in-bendigo-3550/girton-grammar-school,Girton Grammar School,"Bendigo, VIC, Loddon-Mallee",Bendigo,Independent,c
3173,https://www.goodschools.com.au/compare-schools/in-keysborough-3173/haileybury-college,Haileybury,"Keysborough, VIC, Melbourne Southern Suburbs & Western Port",Keysborough,Independent,c
3076,https://www.goodschools.com.au/compare-schools/in-epping-3076/lalor-north-secondary-college,Lalor North Secondary College,"Epping, VIC, Melbourne Northern Suburbs",Epping,Government,s
3143,https://www.goodschools.com.au/compare-schools/in-armadale-3143/lauriston-girls-school,Lauriston Girls' School,"Armadale, VIC, Melbourne Southern Suburbs & Western Port",Armadale,Independent,c
3173,https://www.goodschools.com.au/compare-schools/in-keysborough-3173/lighthouse-christian-college-keysborough,"Lighthouse Christian College, Keysborough","Keysborough, VIC, Melbourne Southern Suburbs & Western Port",Keysborough,Independent,c
3140,https://www.goodschools.com.au/compare-schools/in-lilydale-3140/lilydale-high-school,Lilydale High School,"Lilydale, VIC, Melbourne Eastern Suburbs",Lilydale,Government,s
3040,https://www.goodschools.com.au/compare-schools/in-essendon-3040/lowther-hall-anglican-grammar-school,Lowther Hall Anglican Grammar School,"Essendon, VIC, Melbourne Western Suburbs",Essendon,Independent,c
3136,https://www.goodschools.com.au/compare-schools/in-croydon-hills-3136/luther-college,Luther College,"Croydon Hills, VIC, Melbourne Eastern Suburbs",Croydon Hills,Independent,s
3175,https://www.goodschools.com.au/compare-schools/in-bangholme-3175/cornish-college,Cornish College,"Bangholme, VIC, Melbourne Southern Suburbs & Western Port",Bangholme,Independent,c
